SampleId,ModeId,X,Y
1,1,-2.10825733200469,0.807899053519032
2,1,-1.64989861736268,0.870406140313935
3,1,-1.64303658593125,0.128730091498311
4,1,-2.04284472912075,-0.71698420419724
5,1,-1.12545681114771,0.20406087751905
6,1,-1.53196697006511,0.234569604626701
7,1,-2.62121618260143,0.029349908347628
8,1,-1.53436540633679,-0.0102214429959496
9,1,-1.5462963647667,0.0808103115185375
10,1,-2.08415283674532,0.222788980795238
11,1,-1.60515051985041,0.0132386330049551
12,1,-1.00613058014366,0.981198654020815
13,1,-1.30550566865146,-0.179567222333945
14,1,-2.684555881564,-0.0608891959341604
15,1,-2.02066404382454,-1.06379974571041
16,1,-1.4351646952978,-0.456922359991643
17,1,-2.65534380268834,0.628248511497687
18,1,-0.886454663214165,0.414787773382846
19,1,-2.4958064832333,-0.25130653390517
20,1,-2.91249930803612,0.243985955485647
21,1,-2.07485324869785,0.615648591350367
22,1,-1.33894604003385,-0.0227307216609538
23,1,-2.68874149141422,0.767135207188435
24,1,-2.53628960906238,0.403993587247655
25,1,-1.58039784762623,1.12889965433748
26,1,-1.76209330011654,0.0611941634684134
27,1,-2.28056582610747,0.973356086552783
28,1,-2.43640292777958,0.644437014940119
29,1,-1.23441408496475,0.4349092585286
30,1,-1.72045152001706,0.418875777442775
31,1,-2.11909897407714,-0.0953205440442437
32,1,-2.51388626666762,-0.00187576394108196
33,1,-2.45082418093595,0.341138355977195
34,1,-2.72297010976769,0.113017227482983
35,1,-1.92607376641239,0.757285586912432
36,1,-1.88623966828275,0.0371152572214906
37,1,-2.01203024233378,0.369356169116658
38,1,-2.31437157790212,-0.607094766630644
39,1,-1.16908280031139,0.578396237112088
40,1,-1.88728744018022,1.42157083943707
41,1,-2.02254936063455,-0.378401770743071
42,1,-1.83636568666825,0.394775590797435
43,1,-2.53924397343246,0.52056307561542
44,1,-2.30446718117871,0.533546718750574
45,1,-1.67507096526935,0.0514775965881472
46,1,-1.37044922704728,1.02350305773951
47,1,-1.85252828189504,0.0971964803310615
48,1,-1.85199088031028,0.104536213850166
49,1,-1.65395095656675,-0.167316904458089
50,1,-1.9235397531454,0.99869009742703
51,1,-2.4542258377851,0.214267340524306
52,1,-2.2427312953395,-0.0412077255826555
53,1,-2.05612135030641,0.964948035201812
54,1,-2.27054240848017,0.511045262646789
55,1,-2.06905247782039,0.940702489874847
56,1,-2.06226147197022,-0.404718998891934
57,1,-2.2906533216531,0.367185048730904
58,1,-2.10017800062125,-0.731082450974733
59,1,-1.88344737156399,0.0359272917777718
60,1,-2.37892247937816,0.138975146266873
61,1,-1.95813047139227,-0.0999557755165937
62,1,-2.20058262649745,0.849835785232052
63,1,-1.72646301585944,1.16386957770661
64,1,-1.24867675018972,-0.260438511480428
65,1,-2.37274702401787,0.75386432970151
66,1,-2.03439467202205,0.528245793328933
67,1,-2.23097117564364,0.284923167065202
68,1,-2.3503789694861,0.304786607413545
69,1,-1.4510167363261,0.699314317453309
70,1,-1.64776717870261,-0.0938409447794146
71,1,-1.53635590603902,1.50685497748274
72,1,-1.72356523700828,-0.559736935129898
73,1,-1.41469953350381,-0.885336423859155
74,1,-1.93641473660873,0.0919389630190056
75,1,-1.83215809655816,0.106506448474185
76,1,-2.29834202073022,0.225297083006436
77,1,-1.99629692954729,1.23185396151609
78,1,-1.97209789161037,0.661046912651596
79,1,-2.12879366394594,-0.177158968907901
80,1,-1.87799118474023,0.633096644189458
81,1,-1.71229271919688,-0.246089526490694
82,1,-2.12592652607517,-0.228416901386023
83,1,-2.3774124486985,0.482417450908318
84,1,-1.71291018581523,0.729979580537508
85,1,-2.0026087110131,0.360645425322104
86,1,-2.75832400899391,-0.446389986764942
87,1,-2.9779411276246,-0.507452835580758
88,1,-1.7982142740725,0.896097543078205
89,1,-2.14100477640099,0.0854610248253545
